sample_id,p__Firmicutes,p__Bacteroidota,p__Actinobacteriota,p__Proteobacteria,p__Verrucomicrobiota,p__Firmicutes;c__Clostridia,p__Bacteroidota;c__Bacteroidia,p__Firmicutes;c__Bacilli,p__Actinobacteriota;c__Actinobacteria,p__Proteobacteria;c__Gammaproteobacteria,p__Verrucomicrobiota;c__Verrucomicrobiae,p__Actinobacteriota;c__Coriobacteriia,p__Firmicutes;c__Clostridia;o__Lachnospirales,p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales,p__Firmicutes;c__Bacilli;o__Erysipelotrichales,p__Firmicutes;c__Bacilli;o__Lactobacillales,p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales,p__Firmicutes;c__Clostridia;o__Clostridia_UCG014,p__Firmicutes;c__Clostridia;o__Oscillospirales,p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales,p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales,p__Firmicutes;c__Clostridia;o__Peptococcales,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae,p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae,p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae,p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae,p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae,p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae,p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae,p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae,p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter,p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136,p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia_Shigella,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_ventriosum,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__A2,p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella,p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG001,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA_900066575,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG006,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia,p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__HT002,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae_Sedis,p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus,p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter,p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Marvinbryantia
DO1407,0.60877901,0.178290354,0.210540019,0.002390617,0,0.22939276,0.178290354,0.37938625,0.208906825,0.002390617,0,0.001633194,0.220895416,0.178290354,0.208906825,0.178420536,0.200918376,7.1e-05,0,0,0.008177805,0.001633194,0.002319609,0.000165686,0.220895416,0.172207297,0.208906825,0.171106667,0.200918376,7.1e-05,0.007313869,0,0.006083056,0.005585997,0.002331444,0.001633194,0.002319609,0.000165686,0.208906825,0.143827592,0.168751553,0.05158763,7.1e-05,0.0190776,0.000804762,0.018059813,0.028095672,0,0.005538658,0.006083056,0.021740417,0.009065411,7.1e-05,0.002698321,0.007645242,0,0.032166822,0.001017788,0.001633194,0.002319609,0.000591737,0.002402452,0.000331373,0.001645029
DO1408,0.472846067,0.357881963,0.165219055,0.004052915,0,0.207708907,0.357881963,0.265137159,0.16302522,0.004052915,0,0.002193835,0.175016588,0.357881963,0.16302522,0.262847681,0.00077113,0,0,0.011309905,0.01203919,0.002193835,0.004052915,0.009217692,0.175016588,0.355933217,0.16302522,0.211319469,0.00077113,0,0.051528212,0,0.001948747,0.009259536,0.002128079,0.002193835,0.004052915,0.009217692,0.16302522,0.185991739,0.000268999,0.045974881,0,0.043201205,0.04736172,0.013198874,0.005272376,0,0.016390993,0.001948747,0.008870982,0.010138265,0.001691703,0.016952901,0.000526042,0,0.000502131,0.001087951,0.001877014,0.004052915,0.000561909,0.002761721,0.002050369,0.0024987
DO1409,0.411393873,0.364284127,0.218887375,0.005434625,0,0.215143522,0.364284127,0.19625035,0.21345275,0.005434625,0,0.005434625,0.1809706,0.364284127,0.21345275,0.149990822,0.046046974,4.35e-05,0,0.018226525,0.015357043,0.005434625,0.005391148,0.000492739,0.1809706,0.363762403,0.21345275,0.030810701,0.04577162,4.35e-05,0.11918012,0,0.000521724,0.013371593,0.001966127,0.005434625,0.005391148,0.000492739,0.21345275,0.000415447,0.044051863,0.081654638,4.35e-05,0.01018811,0.093799214,0.0214245,0.003883945,0,0.024086258,0.000521724,0.006308996,9.66e-06,0,0.006323488,0.004898409,0.003342898,0.001719757,0.001284987,0.00534284,0.005391148,0.00279219,0.002328435,0.003159329,0.003748684
DO1410,0.372686929,0.218899497,0.406454207,0.001959367,0,0.091688211,0.218899497,0.280998718,0.403919752,0.001959367,0,0.002534454,0.080985485,0.218899497,0.403919752,0.22082324,0.060027889,0,0,0.006865419,0.003822039,0.002534454,0.001959367,0,0.080985485,0.209698105,0.403919752,0.216675488,0.059844676,0,0.004147752,0,0.009201392,0.002580258,0.001017853,0.002534454,0.001959367,0,0.403919752,0.151782261,0.054602732,0.025634631,0,0.007567738,0.002259634,0.007094436,0.011099689,0,0.030169167,0.009201392,0.034703703,0.005272479,0.008560145,0.000916068,0.001679458,0,0.005241944,0.000956782,0.001806689,0.001959367,6.62e-05,0.001170531,0.000768479,0.000717586
DO1411,0.36152246,0.380253997,0.243367497,0.010610105,0.004245942,0.151666556,0.380253997,0.209855904,0.240812333,0.010610105,0.004245942,0.002555164,0.139156701,0.380253997,0.240812333,0.182708474,0.02714743,0,0.004245942,0.00265965,0.009802711,0.002555164,0.010610105,0,0.139156701,0.379788558,0.240812333,0.150308234,0.02714743,0,0.032400239,0.004245942,0.000465439,0.005841732,0.002982608,0.002555164,0.010610105,0,0.240812333,0.150108761,0.010439127,0.06213133,0,0.010258651,0.009555743,0.004492909,0.003913485,0.004245942,0,0.000465439,0,0.006915091,3.8e-05,0.007466018,0.001320326,0,0.016708303,0.002327194,0.0015198,0.010610105,0.001177845,0.001842758,0.001282331,0.003562032
DO1412,0.611586643,0.38220543,0.004079176,0.00212875,0,0.152456422,0.38220543,0.459130222,4.46e-05,0.00212875,0,0.004034595,0.13393295,0.38220543,4.46e-05,0.294937809,0.163835763,0,0,0.010287103,0.007835139,0.004034595,0.00212875,0.000200615,0.13393295,0.379274219,4.46e-05,0.294035041,0.16372431,0,0.000902768,0,0.002931211,0.003978869,0.001571486,0.004034595,0.00212875,0.000200615,4.46e-05,0.271443538,0.149057108,0.046821363,0,0.03227676,0.000902768,0.010253667,0,0,0.002084169,0.002931211,0.020005796,0.002329366,0.001437742,0.001014221,0.000479247,0.002830904,0.014667202,0.000479247,0.003789399,0.00212875,0.000178325,0.000991931,0.001850118,0.00132629
DO1413,0.501055229,0.314685132,0.141553368,0.005502891,0.03720338,0.38386371,0.314685132,0.11719152,0.13560571,0.005502891,0.03720338,0.005947657,0.325180741,0.314685132,0.13560571,0.115381932,0.001656972,0.000414243,0.03720338,0.000122093,0.055979488,0.005947657,0.005088648,0.001273252,0.325180741,0.306204052,0.13560571,0.001129357,0.00163517,0.000414243,0.114252575,0.03720338,0.00848108,0.041803658,0.013617693,0.005947657,0.005088648,0.001273252,0.13560571,0.000510173,0.001547961,0.016805184,0.000414243,0.077594251,0.040613254,0.001757262,0.000279069,0.03720338,0.000318313,0.00848108,0.000274709,0.001286333,2.62e-05,0.003906965,0.002101738,8.72e-06,8.72e-05,0.010103168,0.004591556,0.005088648,0.003675861,0.012701998,0.001399705,0.000902614
DO1414,0.228439174,0.539798617,0.219003534,0.002645091,0.010113583,0.19254151,0.539798617,0.035897664,0.217819912,0.002645091,0.010113583,0.001183623,0.153009625,0.539798617,0.217819912,0.0343195,0.000633488,0.000222277,0.010113583,0.005429105,0.018360044,0.001183623,0.002422814,0.015031452,0.153009625,0.538564983,0.217819912,0.027440041,0.000566805,0.000222277,0.006879459,0.010113583,0.001233635,0.008868835,0.006468248,0.001183623,0.002422814,0.015031452,0.217819912,0.000989131,0.000494565,0.091872458,0.000222277,0.004212141,0.005462446,0.004445531,0.014659139,0.010113583,0.008452066,0.001233635,0.017909934,0.001683745,3.89e-05,0.001750428,0.000294516,0.001678188,7.22e-05,0.003239681,0.000833537,0.002422814,0.000716842,0.002728445,0.002328347,0.001906021
DO1415,0.559276535,0.126238515,0.312559676,0.001925274,0,0.240753205,0.126238515,0.31852333,0.301688919,0.001925274,0,0.010870756,0.235360872,0.126238515,0.301688919,0.094628015,0.223527478,0.000242616,0,0,0.005329723,0.010870756,0.001682658,7.83e-06,0.235360872,0.126113294,0.301688919,0.081847637,0.223503999,0.000242616,0.012780378,0,0.000125221,0.004069686,0.001260037,0.010870756,0.001682658,7.83e-06,0.301688919,1.57e-05,0.175583452,0.032956627,0.000242616,0.024942477,0.012780378,0.044688278,0.001299169,0,0.057249519,0.000125221,0.024566813,0.012780378,0,0.001729616,0.008194155,0,0.047920547,0.000907853,0.01071423,0.001682658,0,0.001674832,0.000923506,0.000790458
DO1416,0.420719688,0.514041585,0.062434534,0.002804193,0,0.362285252,0.514041585,0.058434435,0.060339637,0.002804193,0,0.002094897,0.301178586,0.514041585,0.060339637,0.057832359,0.000329905,0,0,0.014499328,0.025311966,0.002094897,0.002804193,0.021056191,0.301178586,0.51294465,0.060339637,0.018317979,0.000255676,0,0.03951438,0,0.001096934,0.016519996,0.007191931,0.002094897,0.002804193,0.021056191,0.060339637,0.014218909,0,0.085272213,0,0.099177712,0.008437322,0.003332041,0.01577771,0,0.001525811,0.001096934,0.002457793,0.016569482,0,0.001797983,1.65e-05,0,0.000255676,0.004461966,0.001839221,0.002804193,0.002391812,0.006317682,0.005336215,0.001583544
DO1417,0.770011984,0.136015227,0.09374721,7.99e-05,0.000145687,0.716479075,0.136015227,0.053532909,0.086575651,7.99e-05,0.000145687,0.007171558,0.641205912,0.136015227,0.086575651,0.042587588,0.01094532,4.23e-05,0.000145687,9.4e-06,0.073764598,0.007171558,3.76e-05,0.001400475,0.641205912,0.10223935,0.086575651,0.040693658,0.01094532,4.23e-05,0.00189393,0.000145687,0.033775877,0.064304345,0.008412247,0.007171558,3.76e-05,0.001400475,0.086575651,0.000399464,0.008543835,0.165937449,4.23e-05,0.000695538,0.001212491,0.024780882,0.002758653,0.000145687,0.001668351,0.033775877,0.038621143,0.058232488,0.027760415,0.011880537,0.067965317,0,0.002401485,0.002227601,0.006889583,3.76e-05,3.29e-05,0.01441361,0.024982964,0.006109453
DO1418,0.582656971,0.361902533,0.031391686,0.003470438,0.020578372,0.534742541,0.361902533,0.04791443,0.027605754,0.003470438,0.020578372,0.003785932,0.41929197,0.361902533,0.027605754,0.047558227,0.000356203,0.000203545,0.020578372,0.026119878,0.078105202,0.003785932,0.003266893,0.010182325,0.41929197,0.358508424,0.027605754,0.018064595,0.000340937,0.000203545,0.029493632,0.020578372,0.003394108,0.047334327,0.026206384,0.003785932,0.003266893,0.010182325,0.027605754,0.012701191,0.000274785,0.157599597,0.000203545,0.00895088,0.014273574,0.012696103,0.00169451,0.020578372,0,0.003394108,0.005353226,0.003953856,0.055221686,0.008243562,0.00165889,0.000463064,6.62e-05,0.019143382,0.003333045,0.003266893,0.001608003,0.009602223,0.008162144,0.003165121
DO1419,0.597645074,0.081227571,0.315603863,0.00534158,0.000181911,0.428893317,0.081227571,0.168751757,0.280540442,0.00534158,0.000181911,0.035063421,0.412496486,0.081227571,0.280540442,0.165030842,0.003414973,0.001533844,0.000181911,0.000107493,0.016231457,0.035063421,0.003807736,0,0.412496486,0.032578677,0.280540442,0.001108006,0.00073178,0.001533844,0.163922836,0.000181911,0.048648894,0.008400999,0.007801518,0.035063421,0.003807736,0,0.280540442,0.000624287,0.000591212,0.068841059,0.001533844,0.178475748,0.154417966,0.039404488,0.02254461,0.000181911,8.68e-05,0.048648894,0.000396898,0.013593742,4.13e-05,0.013172039,0.007210306,1.65e-05,0.000140568,0.006767931,0.033628802,0.003807736,0.000210852,0.001227902,0.001356067,8.27e-06
DO1420,0.348426777,0.112735374,0.53883143,6.42e-06,0,0.26608373,0.112735374,0.082343047,0.526588471,6.42e-06,0,0.012242959,0.248595623,0.112735374,0.526588471,0.048252794,0.033743572,0,0,0,0.016268305,0.012242959,6.42e-06,0.00025038,0.248595623,0.096781649,0.526588471,0.047052252,0.033602332,0,0.001200542,0,0.015953725,0.00681163,0.009386054,0.012242959,6.42e-06,0.00025038,0.526588471,0,0.029384385,0.001913163,0,1.28e-05,0,0.031669909,0.004474747,0,0.000654841,0.015953725,0.046371731,0.01309682,1.93e-05,0.007280291,0.019998331,0.010085836,0.004217946,0.008763313,0.011305637,6.42e-06,0.000545701,0.002169963,0.001258322,0.002837644
DO1421,0.486408212,0.283437518,0.22842232,0.001731949,0,0.320588404,0.283437518,0.165819808,0.218483684,0.001731949,0,0.009938636,0.299644434,0.283437518,0.218483684,0.083127832,0.082691977,0.000103229,0,0.000120434,0.020353272,0.009938636,0.001628721,0.000412915,0.299644434,0.277662442,0.218483684,0.081298388,0.082204508,0.000103229,0.001829443,0,0.005775076,0.015966049,0.004387223,0.009938636,0.001628721,0.000412915,0.218483684,0,0.070155417,0.041262832,0.000103229,0.127028732,0.001376384,0.015914435,0.007036761,0,0.057486953,0.005775076,0.023811435,0.024499627,0,0.002850261,0.006744279,0,0.012049091,0.002729827,0.009938636,0.001628721,0.001565636,0.004329873,0.00377932,0
DO1422,0.294268642,0.326925545,0.378442166,0.000363647,0,0.189402906,0.326925545,0.104865736,0.371782439,0.000363647,0,0.006659726,0.154535602,0.326925545,0.371782439,0.101985083,0.002666743,2.14e-05,0,0.00478445,0.028592616,0.006659726,0.000342256,0.000263822,0.154535602,0.32117137,0.371782439,0.067773769,0.002645352,2.14e-05,0.034211314,0,0.005754175,0.005390528,0.019964919,0.006659726,0.000342256,0.000263822,0.371782439,0,0.002039274,0.001055289,2.14e-05,0.015344466,0.027173681,0.007144589,0.000149737,0,0,0.005754175,0.067773769,0,0,0.00739415,0.001504499,0.02107725,0.000606078,0.015372987,0.006652596,0.000342256,0.00217475,0.001126592,0.001155113,0.001383284
DO1423,0.720486753,0.137331929,0.131610346,0.010570972,0,0.657123719,0.137331929,0.063363034,0.120181137,0.010570972,0,0.011429209,0.605496905,0.137331929,0.120181137,0.04749611,0.01023605,0.006726348,0,0.001402485,0.049505641,0.011429209,0.003844624,0,0.605496905,0.135057251,0.120181137,0.033415436,0.009977881,0.006726348,0.014080674,0,0.002274678,0.037908971,0.010054634,0.011429209,0.003844624,0,0.120181137,0,0.006475156,0.071666306,0.006726348,0.158466895,0.011875772,0.06173029,0.107956488,0,0.031036095,0.002274678,0.002379341,0.023346847,0.003977197,0.015490137,0.012566548,0,0.003502725,0.007214776,0.010968692,0.003844624,0.009552251,0.010201162,0.007277573,0.002204902
DO1424,0.422095665,0.477680344,0.02276446,0.006656182,0.070803349,0.391050692,0.477680344,0.031044973,0.018288615,0.006656182,0.070803349,0.004475846,0.355418672,0.477680344,0.018288615,0.022450714,0.007859537,0.005313825,0.070803349,0.000254174,0.01808607,0.004475846,0.001342357,4.37e-05,0.355418672,0.46577388,0.018288615,0.003399577,0.007724507,0.005313825,0.019051137,0.070803349,0.011906464,0.01197795,0.006096205,0.004475846,0.001342357,4.37e-05,0.018288615,0.000365375,0.00646158,0.218688939,0.005313825,0.021422104,0.018991565,0.009952501,0.000222402,0.070803349,0.000226374,0.011906464,0.000274031,0.000178716,0.00016283,0.001548873,5.16e-05,7.94e-06,0.001262927,0.003911897,0.004471874,0.001342357,0.001445615,0.002057221,0.007855566,1.99e-05
DO1425,0.597753478,0.3717337,0.016295792,0.013986056,0.000230974,0.577324475,0.3717337,0.020429003,4.25e-05,0.013986056,0.000230974,0.016253244,0.524996809,0.3717337,4.25e-05,0.019754317,0.000504495,6.69e-05,0.000230974,0,0.051464555,0.016253244,0.013919196,0.000735468,0.524996809,0.367916558,4.25e-05,0.015657576,0.000437634,6.69e-05,0.004096741,0.000230974,0.003817142,0.030403414,0.010819288,0.016253244,0.013919196,0.000735468,4.25e-05,6.08e-06,0,0.222038524,6.69e-05,0,0,0.029084433,0.000376852,0.000230974,0.000595669,0.003817142,0.015055829,0.043161663,0.000528808,0.005008479,0.006248442,0,0.000437634,0.003014813,0.01494642,0.013919196,0.004959853,0.006132956,0.003282256,0.004303402
DO1426,0.333582141,0.483063123,0.180451271,0.002903465,0,0.226906703,0.483063123,0.106675438,0.177560457,0.002903465,0,0.002890813,0.198858856,0.483063123,0.177560457,0.103778299,0.00195462,0.000328933,0,0.00220132,0.02426512,0.002890813,0.002574532,0.000727448,0.198858856,0.482139581,0.177560457,0.055861646,0.001271452,0.000328933,0.047916653,0,0.000923542,0.019995319,0.00290979,0.002890813,0.002574532,0.000727448,0.177560457,0.023632557,0.000702145,0.077235952,0.000328933,0.016623758,0.019116056,0.012423539,0.006104234,0,0,0.000923542,0.03214053,0.011152087,0.00030363,0.000531353,0.001537128,0,0.000569307,0.002523927,0.002163366,0.002574532,0.000689494,0.004029427,0.00154978,0.000645214
DO1427,0.496466392,0.27822483,0.224912485,0.000396292,0,0.472198983,0.27822483,0.024267409,0.222165958,0.000396292,0,0.002746527,0.423944871,0.27822483,0.222165958,0.022742784,0.001249422,0.000374276,0,0.012874001,0.029639374,0.002746527,2.2e-05,0.004744501,0.423944871,0.2752031,0.222165958,0.020199908,0.001249422,0.000374276,0.002542877,0,0.00302173,0.025439775,0.002509852,0.002746527,2.2e-05,0.004744501,0.222165958,0.020111843,0.001051276,0.14047467,0.000374276,0.082439841,0.002498844,0.009285353,0.031868519,0,0,0.00302173,0,0.038710068,0.001810836,0.004678453,0.00410603,0,0.000198146,0.000247683,0.002746527,2.2e-05,0.006373704,0.006676427,0.005740737,0.001838357
DO1428,0.580616306,0.312364853,0.070160239,0.003888008,0.032970593,0.288980454,0.312364853,0.291635851,0.064004226,0.003888008,0.032970593,0.006156013,0.276668428,0.312364853,0.064004226,0.289867934,0.001253742,0.002852615,0.032970593,0.006247579,0.005247403,0.006156013,0.001035394,0,0.276668428,0.312343722,0.064004226,0.216840993,0.000915654,0.002852615,0.073026941,0.032970593,2.11e-05,0.003155485,0.001711569,0.006156013,0.001035394,0,0.064004226,0.210677936,0.000781828,0.035787991,0.002852615,0.125994013,0.018644127,0.010107413,0.030920937,0.032970593,0.000274696,2.11e-05,0.005888361,0.000204261,0.00088748,0.00467688,0.000169044,0,0.000133826,0.001429829,0.005613664,0.001035394,7.04e-05,0.000549392,0.000718436,0.001662264
DO1429,0.686235243,0.113738203,0.196685217,6.64e-05,0.003274952,0.669583882,0.113738203,0.016651361,0.188708054,6.64e-05,0.003274952,0.007977164,0.603188653,0.113738203,0.188708054,0.009692088,0.006959273,0,0.003274952,4.43e-05,0.054080967,0.007977164,6.64e-05,0.007589923,0.603188653,0.111259861,0.188708054,0.006306496,0.006926081,0,0.003385592,0.003274952,0.002478342,0.040793069,0.010035073,0.007977164,6.64e-05,0.007589923,0.188708054,0,0,0.317891639,0,0.097617915,0.00090725,0.010588274,0.031045661,0.003274952,1.11e-05,0.002478342,0.005487758,0.008508237,0.000398305,0.01832203,0.000486817,0,0.006926081,0.006881825,0.007711627,6.64e-05,0.009216335,0.007147362,0.00659416,0.000896186
DO1430,0.416446284,0.207720841,0.375025759,0.000807116,0,0.055957206,0.207720841,0.360489078,0.373317077,0.000807116,0,0.001708683,0.046452123,0.207720841,0.373317077,0.181841599,0.178158057,0.000523767,0,0.000111622,0.006525622,0.001708683,0.000283349,0.002807735,0.046452123,0.206158126,0.373317077,0.181841599,0.178063608,0.000523767,0,0,0.001562715,0.003511815,0.002000618,0.001708683,0.000283349,0.002807735,0.373317077,0.14221562,0.177951985,0.010861726,0.000523767,0.000266177,0,0.002515799,0,0,0,0.001562715,0.039625979,0.002885012,0.001013189,0.000583871,0.000970257,0.001021775,0.000111622,0.001639992,0.001562715,0.000283349,6.01e-05,0.000807116,0.000601044,0.00105612
DO1431,0.4891346,0.231156456,0.27454037,0.005168574,0,0.307965198,0.231156456,0.181169403,0.266424983,0.005168574,0,0.008115387,0.292330002,0.231156456,0.266424983,0.069242322,0.111714744,9.84e-05,0,0,0.015329639,0.008115387,0.005070175,0,0.292330002,0.229157388,0.266424983,0.068035631,0.111673313,9.84e-05,0.001206691,0,0.001999068,0.012186027,0.001299912,0.008115387,0.005070175,0,0.266424983,0,0.107333368,0.092925579,9.84e-05,0.092314465,0.001206691,0.00601274,0.017629085,0,0.056869853,0.001999068,0.011165778,0.031032161,0,0.001475996,0.002459993,0,0.004339945,0.000564504,0.007214252,0.005070175,5.18e-06,0.001362059,0.00256875,0.00087524
DO1432,0.396920279,0.574361928,0.022764474,0.005953319,0,0.351403456,0.574361928,0.045516823,0.014859048,0.005953319,0,0.007905426,0.265807821,0.574361928,0.014859048,0.04156411,0.002067293,0,0,0.026553501,0.030087905,0.007905426,0.005953319,0.021394362,0.265807821,0.554719612,0.014859048,0.03414368,0.001739921,0,0.00742043,0,0.019642316,0.018066081,0.007050621,0.007905426,0.005953319,0.021394362,0.014859048,0.020375871,0.00084268,0.124692331,0,0.044655956,0.007111246,0.018247954,0.000290997,0,5.46e-05,0.019642316,0.012809942,0.01203395,0.004868142,0.001539861,0.001157927,0,0.000897242,0.003043346,0.007656866,0.005953319,0.001570173,0.005656259,0.004965141,0.005498636
DO1433,0.360328675,0.303494087,0.304200584,0.031976655,0,0.232967286,0.303494087,0.127361388,0.299769621,0.031976655,0,0.004430963,0.22789894,0.303494087,0.299769621,0.089179849,0.038181539,0.022277684,0,0,0.004331132,0.004430963,0.009698971,0.000737214,0.22789894,0.303494087,0.299769621,0.043841192,0.038135463,0.022277684,0.045338658,0,0,0.00122869,0.00279527,0.004430963,0.009698971,0.000737214,0.299769621,0,0.037490401,0.072285363,0.022277684,0.084096145,0.03448779,0.014790355,0,0,0.000238059,0,0.043603133,0.002349869,3.07e-05,0.002641683,0,0.000376286,0.000645062,0.000990631,0.004200584,0.009698971,0,0.000284135,0.0004454,0.000622024
DO1434,0.293645208,0.311465003,0.394604357,0.000285432,0,0.249186766,0.311465003,0.044458443,0.387753997,0.000285432,0,0.00685036,0.227115024,0.311465003,0.387753997,0.027883721,0.0152952,2.46e-05,0,0.002209635,0.015723348,0.00685036,0.000260825,0,0.227115024,0.289791881,0.387753997,0.02509338,0.0152952,2.46e-05,0.002790341,0,0.021673122,0.010939907,0.003966516,0.00685036,0.000260825,0,0.387753997,0,0.011259787,0.051879666,2.46e-05,0.023183941,0.002096446,0.014104261,0.036141554,0,0,0.021673122,0.02509338,0.01278537,3.94e-05,0.00402065,0.001176175,0,0.004035413,0.001894676,0.006683038,0.000260825,0.001254915,0.000831689,0.003110221,0.001983258
DO1435,0.724373931,0.243314149,0.020604552,0.011707368,0,0.370156064,0.243314149,0.354217867,0.00031109,0.011707368,0,0.020293462,0.3441178,0.243314149,0.00031109,0.120423083,0.233794784,0.000207394,0,0.000839944,0.024856121,0.020293462,0.011499974,0.000248872,0.3441178,0.236781252,0.00031109,0.109503811,0.233504433,0.000207394,0.010919272,0,0.006532898,0.020708249,0.004147872,0.020293462,0.011499974,0.000248872,0.00031109,0,0.188303002,0.134588064,0.000207394,0.045719915,0.009405299,0.027956655,0.004241199,0,0,0.006532898,0.109503811,0.025571629,1.04e-05,0.013781303,0.014963447,0,0.045201431,0.002105045,0.01970239,0.011499974,0.000860683,0.004666356,0.003629388,0.002882771
DO1436,0.428105005,0.388483762,0.13939464,8.41e-05,0.043932471,0.340108622,0.388483762,0.087996383,0.130787956,8.41e-05,0.043932471,0.008606685,0.249378289,0.388483762,0.130787956,0.086986924,0.000304941,8.41e-05,0.043932471,0.032302669,0.036782141,0.008606685,0,0.018427874,0.249378289,0.385602599,0.130787956,0.076009064,0.000120925,8.41e-05,0.01097786,0.043932471,0.002881163,0.020488851,0.011892682,0.008606685,0,0.018427874,0.130787956,0.062418179,0,0.094578893,8.41e-05,0.031771652,0.003317543,0.012565654,0.00299683,0.043932471,0.001251308,0.002881163,0.010909512,0.000278653,0.037607584,0.001834901,0.00067823,9.99e-05,0.000120925,0.009037807,0.007923197,0,0.001119868,0.00328074,0.010099842,0.005478415
DO1437,0.474105854,0.322716502,0.195610722,0.007566922,0,0.388495501,0.322716502,0.085610352,0.172238883,0.007566922,0,0.023371839,0.356700544,0.322716502,0.172238883,0.070370062,0.014819134,0.000360991,0,5.55e-05,0.030448184,0.023371839,0.007205931,0.000185123,0.356700544,0.303607131,0.172238883,0.001147766,0.014819134,0.000360991,0.069222296,0,0.019109371,0.020747714,0.007381799,0.023371839,0.007205931,0.000185123,0.172238883,0.000291569,0.005192714,0.088896294,0.000360991,0.061636862,0.013902773,0.03130438,0.018183754,0,0,0.019109371,0.000231404,0.039907994,0.00012033,0.019905402,0.002355696,2.78e-05,0.009626421,0.004026436,0.022649857,0.007205931,0.00140231,0.003966271,0.001860491,0.002837017
